product_names,links,product_price,index_,price_old_dix,price_old_list,discount_dix,discount_list,discount_dix_Student,discount_list_Student,Brand
Laptop Acer Swift Lite 14 AI SFL14-51M-78XZ,https://cellphones.com.vn/laptop-acer-swift-lite-14-ai-sfl14-51m-78xz.html,Giá Liên Hệ,506,,,,,,,Laptop Acer
Laptop HP Gaming Victus 16-S0173AX A9LG9PA,https://cellphones.com.vn/laptop-hp-gaming-victus-16-s0173ax-a9lg9pa.html,Giá Liên Hệ,507,,,,,,,Laptop HP
Laptop MSI Cyborg 15 A12UDX-621VN,https://cellphones.com.vn/laptop-msi-cyborg-15-a12udx-621vn.html,Giá Liên Hệ,508,,,,,,,Laptop MSI
Laptop HP Pavilion 15-EG2062TX 7C0W7PA,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2062tx-7c0w7pa.html,Giá Liên Hệ,509,,,,,,,Laptop HP
Laptop Lenovo LOQ 15IRX9 83DV0092VN,https://cellphones.com.vn/laptop-lenovo-loq-15irx9-83dv0092vn.html,Giá Liên Hệ,510,,,,,,,Laptop Lenovo
Laptop Lenovo Gaming Legion 7 Pro 16IRX9H 83DE001MVN,https://cellphones.com.vn/laptop-lenovo-gaming-legion-pro-7-16irx9h-83de001mvn.html,Giá Liên Hệ,511,,,,,,,Laptop Lenovo
Laptop Dell Latitude 3520 71012298,https://cellphones.com.vn/laptop-dell-latitude-3520-71012298.html,Giá Liên Hệ,512,,,,,,,Laptop Dell
Laptop ASUS Vivobook 15X OLED M3504YA-L1268W,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m3504ya-l1268w.html,Giá Liên Hệ,513,,,,,,,Laptop ASUS
Laptop HP Pavilion 15 EG2065TX 7C0Q3PA,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2065tx-7c0q3pa-i5-1235u-8gb-256gb.html,Giá Liên Hệ,514,,,,,,,Laptop HP
Laptop ASUS Vivobook S 14 OLED S5406MA-PP219WS,https://cellphones.com.vn/laptop-asus-vivobook-s-14-oled-s5406ma-pp219ws.html,Giá Liên Hệ,515,,,,,,,Laptop ASUS
Laptop HP Gaming Victus 16-E1105AX 7C0T0PA,https://cellphones.com.vn/laptop-hp-gaming-victus-16-e1105ax-7c0t0pa.html,Giá Liên Hệ,516,,,,,,,Laptop HP
Laptop ASUS Expertbook B5 B5602CVA-L20164W,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5602cva-l20164w.html,Giá Liên Hệ,517,,,,,517.0,0đ,Laptop ASUS
Laptop ASUS Expertbook B5 B5402CVA-KI0229W,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5402cva-ki0229w.html,Giá Liên Hệ,518,,,,,518.0,0đ,Laptop ASUS
Laptop Lenovo Ideapad Slim 5 14IMH9 83DA001YVN,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da001yvn.html,Giá Liên Hệ,519,,,,,519.0,0đ,Laptop Lenovo
Laptop ASUS Expertbook B5 B5402CVA-KI0123W,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5402cva-ki0123w.html,Giá Liên Hệ,520,,,,,520.0,0đ,Laptop ASUS
Laptop ASUS ExpertBook B1 B1502CVA-NJ0101W,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cva-nj0101w.html,10.690.000đ,521,,,,,521.0,0đ,Laptop ASUS
Laptop MSI Prestige 13 AI EVO A1MG-062VN,https://cellphones.com.vn/laptop-msi-prestige-13-ai-evo-a1mg-062vn.html,32.990.000đ,522,,,,,522.0,107.000đ,Laptop MSI
Laptop ASUS ROG Strix G16 G614JI-N4125W,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614ji-n4125w.html,50.990.000đ,523,,,,,523.0,330.000đ,Laptop ASUS
Laptop Gaming Acer Nitro V 16 ProPanel ANV16-41-R6ZY,https://cellphones.com.vn/laptop-gaming-acer-nitro-v-anv16-41-r6zy.html,25.990.000đ,524,,,,,524.0,510.000đ,Laptop Gaming
Laptop Lenovo LOQ 15IAX9 83GS000JVN,https://cellphones.com.vn/laptop-lenovo-loq-15iax9.html,Giá Liên Hệ,525,,,,,525.0,260.000đ,Laptop Lenovo
Laptop Lenovo 100E Gen 2 Celeron,https://cellphones.com.vn/laptop-lenovo-100e-gen-2-celeron.html,Giá Liên Hệ,526,,,,,,,Laptop Lenovo
Laptop Dell Inspiron N3501,https://cellphones.com.vn/laptop-dell-insprion-3501.html,Giá Liên Hệ,527,,,,,,,Laptop Dell
Laptop Dell Inspiron 5515 R1505S,https://cellphones.com.vn/laptop-dell-inspiron-5515-r1505s.html,Giá Liên Hệ,528,,,,,,,Laptop Dell
Apple Mac Studio M1 Max 10 CPU - 24 GPU 32GB 512GB 2022 Chính Hãng (MJMV3),https://cellphones.com.vn/apple-mac-studio-m1-max-10cpu-24gpu-32gb-512gb-2022-48839.html,Giá Liên Hệ,529,,,,,,,Apple Mac
Laptop Dell Latitude 3420,https://cellphones.com.vn/laptop-dell-latitude-3420.html,Giá Liên Hệ,530,,,,,,,Laptop Dell
Laptop Dell Latitude 5480,https://cellphones.com.vn/laptop-dell-latitude-5480.html,Giá Liên Hệ,531,,,,,,,Laptop Dell
Laptop HP Pavilion 15-EG0509TU 46M08PA,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0509tu-46m08pa.html,Giá Liên Hệ,532,,,,,,,Laptop HP
Laptop HP 15S FQ1107TU,https://cellphones.com.vn/laptop-hp-15s-fq1107tu.html,Giá Liên Hệ,533,,,,,,,Laptop HP
Laptop HP 15S-DU3591TU,https://cellphones.com.vn/laptop-hp-15s-du3591tu.html,Giá Liên Hệ,534,,,,,,,Laptop HP
Laptop HP Elitebook 840 G3,https://cellphones.com.vn/laptop-hp-elitebook-840-g3.html,Giá Liên Hệ,535,,,,,,,Laptop HP
Laptop HP Elitebook 845 G9,https://cellphones.com.vn/laptop-hp-elitebook-845-g9.html,Giá Liên Hệ,536,,,,,,,Laptop HP
Huawei Matebook X,https://cellphones.com.vn/huawei-matebook-x.html,Giá Liên Hệ,537,,,,,,,Huawei Matebook
Laptop Dell Vostro 3578,https://cellphones.com.vn/laptop-dell-vostro-3578.html,Giá Liên Hệ,538,,,,,,,Laptop Dell
Laptop Lenovo Thinkpad T460S,https://cellphones.com.vn/laptop-lenovo-thinkpad-t460s.html,Giá Liên Hệ,539,,,,,,,Laptop Lenovo
Laptop Dell Latitude E6430,https://cellphones.com.vn/laptop-dell-latitude-e6430.html,Giá Liên Hệ,540,,,,,,,Laptop Dell
Laptop Dell Vostro 15 3530 80GG9,https://cellphones.com.vn/laptop-dell-vostro-15-3530-80gg9.html,Giá Liên Hệ,541,,,,,,,Laptop Dell
Laptop HP Elitebook 845 G9,https://cellphones.com.vn/laptop-hp-elitebook-845-g9.html,Giá Liên Hệ,542,,,,,,,Laptop HP
Laptop HP Pavilion X360 14-DY0075TU 46L93PA,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-dy0076tu-46l93pa.html,Giá Liên Hệ,543,,,,,,,Laptop HP
Laptop Dell Latitude E6440,https://cellphones.com.vn/laptop-dell-latitude-e6440.html,Giá Liên Hệ,544,,,,,,,Laptop Dell
Laptop Dell Inspiron 14 5430 20DY31,https://cellphones.com.vn/laptop-dell-inspiron-14-5430-20dy31.html,Giá Liên Hệ,545,,,,,,,Laptop Dell
Laptop Dell Latitude 5480,https://cellphones.com.vn/laptop-dell-latitude-5480.html,Giá Liên Hệ,546,,,,,,,Laptop Dell
Laptop Dell Latitude 3420,https://cellphones.com.vn/laptop-dell-latitude-3420.html,Giá Liên Hệ,547,,,,,,,Laptop Dell
Laptop HP 340S G7 224L0PA,https://cellphones.com.vn/laptop-hp-340s-g7-224l0pa.html,Giá Liên Hệ,548,,,,,,,Laptop HP
Laptop Lenovo Thinkpad X1 Carbon 7 20R1S01N00,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon7-20r1s01n00.html,Giá Liên Hệ,549,,,,,,,Laptop Lenovo
Laptop ASUS X509JA-EJ020T,https://cellphones.com.vn/laptop-asus-x509ja-ej020t.html,Giá Liên Hệ,550,,,,,,,Laptop ASUS
Laptop HP Elitebook 840 G5,https://cellphones.com.vn/laptop-hp-elitebook-840-g5.html,Giá Liên Hệ,551,,,,,,,Laptop HP
Laptop HP 15-AY071TU X3B53PA,https://cellphones.com.vn/laptop-hp-15-ay071tu-x3b53pa.html,Giá Liên Hệ,552,,,,,,,Laptop HP
Laptop HP Probook 450 G2,https://cellphones.com.vn/laptop-hp-probook-450-g2.html,Giá Liên Hệ,553,,,,,,,Laptop HP
Laptop HP Probook 4540s,https://cellphones.com.vn/laptop-hp-probook-4540s.html,Giá Liên Hệ,554,,,,,,,Laptop HP
Laptop HP 240 G8 46J53PA,https://cellphones.com.vn/laptop-hp-240-g8-46j53pa.html,Giá Liên Hệ,555,,,,,,,Laptop HP
Laptop HP VICTUS 16-S0077AX 8C5N6PA - Cũ Đẹp,https://cellphones.com.vn/laptop-hp-victus-16-s0077ax-r7-8c5n6pa-cu-dep.html,Giá Liên Hệ,556,,,,,,,Laptop HP
Mac Pro M2 Ultra 2023,https://cellphones.com.vn/mac-pro-m2-ultra-2023.html,Giá Liên Hệ,557,,,,,,,Mac Pro
MacBook Air 15 inch M3 16GB - 1TB 2024 Sạc 70W | Chính hãng Apple Việt Nam,https://cellphones.com.vn/macbook-air-15-inch-m3-16gb-1tb-2024-sac-70w.html,47.990.000đ,558,,,,,,,MacBook Air
Laptop ASUS Gaming ROG Zephyrus G14 GA401QM-211.ZG14,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga401qm-211-zg14.html,Giá Liên Hệ,559,,,,,559.0,480.000đ,Laptop ASUS
Laptop Dell Vostro 15 3530 80GG93,https://cellphones.com.vn/laptop-dell-vostro-15-3530-80gg93.html,Giá Liên Hệ,560,,,,,,,Laptop Dell
Laptop Dell Inspiron 15 3520 N3520-I5U165W11BLU,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-n3520-i5u165w11blu.html,Giá Liên Hệ,561,,,,,,,Laptop Dell
Laptop ASUS TUF Gaming F15 FX507VU-LP197W,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vu-lp197w-16gb.html,Giá Liên Hệ,562,,,,,,,Laptop ASUS
Laptop ASUS ROG Strix Scar 16 G634JYR-RA132W,https://cellphones.com.vn/laptop-asus-rog-strix-scar-16-g634jyr-ra132w.html,Giá Liên Hệ,563,,,,,,,Laptop ASUS
Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 82XS0006VN,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-light-14abr8-82xs0006vn.html,Giá Liên Hệ,564,,,,,,,Laptop Lenovo
Laptop Acer Gaming Aspire 5 A515-58GM-598J,https://cellphones.com.vn/laptop-acer-gaming-aspire-5-a515-58gm-598j.html,Giá Liên Hệ,565,,,,,,,Laptop Acer
Laptop Lenovo Ideapad Slim 5 16IAH8 83BG001XVN,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-16iah8-83bg001xvn.html,Giá Liên Hệ,566,,,,,,,Laptop Lenovo
MacBook Air M3 15 inch 2024 24GB - 512GB Sạc 70W | Chính hãng Apple Việt Nam,https://cellphones.com.vn/macbook-air-m3-15-inch-24gb-512gb-2024-sac-70w.html,47.990.000đ,567,,,,,,,MacBook Air
Laptop ASUS Gaming ROG Zephyrus G16 GU605MV-QR196WS,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu605mv-qr196ws.html,Giá Liên Hệ,568,,,,,568.0,480.000đ,Laptop ASUS
Laptop ASUS Gaming ROG Strix SCAR 18 G834JYR-R6011W,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-scar-18-g834jyr-r6011w.html,Giá Liên Hệ,569,,,,,,,Laptop ASUS
Laptop Lenovo LOQ 15IAX9 83GS000JVN,https://cellphones.com.vn/laptop-lenovo-loq-15iax9-83gs000jvn.html,Giá Liên Hệ,570,,,,,,,Laptop Lenovo
Laptop Vaio FE 15 VWNC51527-BK,https://cellphones.com.vn/laptop-vaio-fe-15-vwnc51527-bk.html,Giá Liên Hệ,571,,,,,,,Laptop Vaio
Laptop HP 240 G9 6L1X3,https://cellphones.com.vn/laptop-hp-240-g9-6l1x3pa.html,Giá Liên Hệ,572,,,,,,,Laptop HP
Laptop Lenovo Legion Slim 5 16APH8 82Y9002YVN,https://cellphones.com.vn/laptop-lenovo-legion-slim-5-16aph8-82y9002yvn.html,Giá Liên Hệ,573,,,,,,,Laptop Lenovo
Laptop MSI Cyborg 15 A12UC-621VN,https://cellphones.com.vn/laptop-msi-cyborg-15-a12uc-621vn.html,Giá Liên Hệ,574,,,,,,,Laptop MSI
Laptop Lenovo Ideapad Slim 3 15IRH8 83EM003EVN,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15irh8-83em003evn.html,Giá Liên Hệ,575,,,,,,,Laptop Lenovo
Laptop HP Gaming Victus 16-D1187TX 7C0S4PA,https://cellphones.com.vn/laptop-hp-gaming-victus-16-d1187tx-7c0s4pa.html,Giá Liên Hệ,576,,,,,,,Laptop HP
Laptop HP Pavilion 15-EG2087TU 7C0Q9PA,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2087tu-7c0q9pa.html,Giá Liên Hệ,577,,,,,,,Laptop HP
MacBook Pro 14 inch M2 Max 64GB 2023 (12 CPU - 30 GPU - 64GB - 1TB),https://cellphones.com.vn/macbook-pro-14-inch-m2-max-64gb-2023.html,88.990.000đ,578,,,,,,,MacBook Pro
Laptop Lenovo Yoga 7 2-in-1 14IML9 83DJ001FVN,https://cellphones.com.vn/laptop-lenovo-yoga-7-2-in-1-14iml9-83dj001fvn.html,Giá Liên Hệ,579,,,,,579.0,890.000đ,Laptop Lenovo
Laptop HP Gaming Victus 15-FA0108TX 7C0X0PA,https://cellphones.com.vn/laptop-hp-gaming-victus-15-fa018tx-7c0x0pa.html,Giá Liên Hệ,580,,,,,,,Laptop HP
Laptop MSI Gaming Katana AI B8VE-402VN,https://cellphones.com.vn/laptop-msi-gaming-katana-a15-ai-b8ve-402vn.html,25.990.000đ,581,,,,,,,Laptop MSI
Laptop ASUS Gaming ROG Strix SCAR 16 G634JZR-NM009W,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-scar-16-g634jzr-nm009w.html,105.990.000đ,582,,,,,582.0,260.000đ,Laptop ASUS
Laptop MSI Stealth 16 AI Studio A1VGG-240VN,https://cellphones.com.vn/laptop-msi-stealth-16-ai-studio-a1vgg-240vn.html,61.990.000đ,583,,,,,583.0,1.060.000đ,Laptop MSI
Laptop Acer Gaming Aspire 7 A715-76-728X,https://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-76-728x.html,19.590.000đ,584,,,,,584.0,620.000đ,Laptop Acer
Laptop ASUS Exptertbook B9403CVA-KM0351X,https://cellphones.com.vn/laptop-asus-expertbook-b9403cva-km0351x.html,Giá Liên Hệ,585,,,,,585.0,196.000đ,Laptop ASUS
Laptop Acer Aspire 7 A715-76G-55T6,https://cellphones.com.vn/laptop-acer-aspire-7-a715-76g-55t6.html,Giá Liên Hệ,586,,,,,586.0,0đ,Laptop Acer
Laptop Acer Asprie 5 A514-56P-55K5,https://cellphones.com.vn/laptop-acer-aspire-5-a514-56p-55k5.html,15.790.000đ,587,,,,,587.0,0đ,Laptop Acer
Laptop HP Gaming Victus 16-E0170AX 4R0U7PA,https://cellphones.com.vn/laptop-hp-gaming-victus-16-e0170ax-4r0u7pa.html,22.990.000đ,588,,,,,588.0,158.000đ,Laptop HP
Laptop Acer Aspire 5 A515-58P-56RP,https://cellphones.com.vn/laptop-acer-aspire-5-a515-58p-56rp.html,15.990.000đ,589,,,,,589.0,230.000đ,Laptop Acer
Laptop MSI Cyborg 15 A13UC 861VN,https://cellphones.com.vn/laptop-msi-cyborg-15-a13uc-861vn.html,Giá Liên Hệ,590,,,,,590.0,160.000đ,Laptop MSI
Laptop MSI Modern 14 B7M-221VN,https://cellphones.com.vn/laptop-msi-modern-14-b7m-221vn.html,Giá Liên Hệ,591,,,,,591.0,0đ,Laptop MSI
